mptp 0.2.4_linux_x86_64, 4GB RAM, 2 cores
https://github.com/Pas-Kapli/mptp

Parsing tree file...
Loaded unrooted tree...
Converting to rooted tree...
Selected YK171_Paraxerus as outgroup based on longest tip-branch criterion

MCMC run 0...
Computing initial delimitation...
Null model log-likelihood: 178.274151
421000 Log-L: 242.035459
422000 Log-L: 242.035459
423000 Log-L: 247.130845
424000 Log-L: 247.122934
425000 Log-L: 248.134391
426000 Log-L: 247.156341
427000 Log-L: 248.134391
428000 Log-L: 240.350884
429000 Log-L: 247.228362
430000 Log-L: 247.130845
431000 Log-L: 240.350884
432000 Log-L: 242.035459
433000 Log-L: 247.156341
434000 Log-L: 247.093717
435000 Log-L: 240.350884
436000 Log-L: 247.122934
437000 Log-L: 242.035459
438000 Log-L: 242.035459
439000 Log-L: 247.122934
440000 Log-L: 240.350884
441000 Log-L: 240.350884
442000 Log-L: 242.035459
443000 Log-L: 242.035459
444000 Log-L: 247.093717
445000 Log-L: 247.228362
446000 Log-L: 247.228362
447000 Log-L: 247.228362
448000 Log-L: 247.156341
449000 Log-L: 247.122934
450000 Log-L: 248.134391
451000 Log-L: 247.095609
452000 Log-L: 242.035459
453000 Log-L: 247.095609
454000 Log-L: 247.093717
455000 Log-L: 242.035459
456000 Log-L: 242.035459
457000 Log-L: 242.035459
458000 Log-L: 247.228362
459000 Log-L: 240.350884
460000 Log-L: 248.134391
461000 Log-L: 242.035459
462000 Log-L: 240.350884
463000 Log-L: 247.122934
464000 Log-L: 247.228362
465000 Log-L: 247.228362
466000 Log-L: 242.035459
467000 Log-L: 240.350884
468000 Log-L: 247.093717
469000 Log-L: 247.093717
470000 Log-L: 242.035459
471000 Log-L: 240.350884
472000 Log-L: 248.134391
473000 Log-L: 247.122934
474000 Log-L: 240.350884
475000 Log-L: 248.134391
476000 Log-L: 240.350884
477000 Log-L: 247.122934
478000 Log-L: 247.093717
479000 Log-L: 240.350884
480000 Log-L: 242.035459
481000 Log-L: 247.093717
482000 Log-L: 248.134391
483000 Log-L: 247.095609
484000 LWARNING: delimit was not compiled with libgsl. Likelihood ratio test disabled.
og-L: 240.350884
485000 Log-L: 242.035459
486000 Log-L: 247.093717
487000 Log-L: 240.350884
488000 Log-L: 240.350884
489000 Log-L: 247.156341
490000 Log-L: 240.350884
491000 Log-L: 247.093717
492000 Log-L: 240.350884
493000 Log-L: 242.035459
494000 Log-L: 240.350884
495000 Log-L: 242.035459
496000 Log-L: 240.350884
497000 Log-L: 247.095609
498000 Log-L: 242.035459
499000 Log-L: 247.130845
500000 Log-L: 242.035459
Minimum log-likelihood observed in mcmc run: 237.884548
Maximum log-likelihood observed in mcmc run: 249.517064
CCI (8,10)
HPD (8,8) (10,10) 
Statistics written in output.txt.11111.stats ...
Creating tree with support values in output.txt.11111.tree ...
Creating SVG delimitation file output.txt.11111.svg ...
Number of edges greater than minimum branch length: 65 / 156
Score Null Model: 178.274151
Best score for multi coalescent rate: 249.517064
Writing delimitation file output.txt.txt ...
Number of delimited species: 9
ML average support based on run with seed 11111 : 0.93648702854518606
Average standard deviation of support values among runs: 0.000000
Creating tree with combined support values in output.txt.11111.combined.tree ...
Creating SVG delimitation file output.txt.11111.svg ...
Done...
